Area,NumberOfRooms,Zip,price,latitude,longitude
58.0,2.0,1053,289000,52.3663937,4.8695863
28.0,1.0,1018,200000,52.3683871,4.9180909
64.0,2.0,1095,280000,52.359026,4.9611967
133.0,6.0,1103,335000,52.3234207,4.9728948
86.0,4.0,1061,335000,52.3730438,4.837568
86.0,3.0,1067,235000,52.3765795,4.7834602
127.0,5.0,1081,587500,52.3337697,4.8522405
118.0,5.0,1034,400000,52.4076495,4.9172724
224.0,7.0,1077,1500000,52.3435465,4.8738549
53.0,2.0,1076,350000,52.3440889,4.860684
91.0,3.0,1087,325000,52.3555895,5.0005613
137.0,3.0,1012,715000,52.3733862,4.8940639
405.0,5.0,1071,3650000,52.3559882,4.8778762
140.0,7.0,1077,1100000,52.3435465,4.8738549
19.0,,1024,25000,52.3934948,4.9558257
105.0,5.0,1079,575000,52.3421834,4.9067927
17.0,1.0,1055,119000,52.3817073,4.8540225
64.0,3.0,1106,185000,52.3007124,4.9740506
199.0,6.0,1033,750000,52.4095854,4.8868895
66.0,2.0,1011,395000,52.3729762,4.9039565
51.0,3.0,1061,242500,52.3730438,4.837568
172.0,7.0,1075,1695000,52.3515641,4.856651
51.0,3.0,1061,275000,52.3730438,4.837568
55.0,2.0,1072,375000,52.3522009,4.8903141
74.0,3.0,1034,225000,52.4076495,4.9172724
138.0,3.0,1077,925000,52.3435465,4.8738549
99.0,3.0,1019,495000,52.3728583,4.9388278
146.0,4.0,1054,995000,52.3612327,4.8653587
121.0,5.0,1066,375000,52.3431932,4.817434
88.0,3.0,1019,375000,52.3728583,4.9388278
86.0,3.0,1015,535000,52.3790928,4.885109
58.0,3.0,1094,325000,52.3636588,4.9355226
298.0,5.0,1014,2470000,52.3923045,4.8558842
93.0,4.0,1076,545000,52.3440889,4.860684
80.0,4.0,1055,375000,52.3817073,4.8540225
81.0,3.0,1087,280000,52.3555895,5.0005613
98.0,4.0,1058,390000,52.3583805,4.8494046
100.0,4.0,1057,650000,52.3670713,4.8531117
74.0,4.0,1078,390000,52.3441217,4.8922031
47.0,2.0,1079,300000,52.3421834,4.9067927
40.0,2.0,1017,280000,52.3641851,4.8907747
152.0,5.0,1096,400000,52.3363412,4.9190299
74.0,3.0,1069,225000,52.3576375,4.7901227
494.0,3.0,1075,4850000,52.3515641,4.856651
71.0,3.0,1079,299000,52.3421834,4.9067927
43.0,2.0,1102,139500,52.3135175,4.9547795
60.0,3.0,1091,375000,52.3565396,4.9143228
79.0,3.0,1073,560000,52.351928,4.896904
86.0,3.0,1061,299000,52.3730438,4.837568
79.0,3.0,1053,470000,52.3663937,4.8695863
48.0,2.0,1073,300000,52.351928,4.896904
96.0,3.0,1076,415000,52.3440889,4.860684
58.0,3.0,1055,275000,52.3817073,4.8540225
174.0,6.0,1071,1565000,52.3559882,4.8778762
75.0,5.0,1067,224000,52.3765795,4.7834602
169.0,2.0,1012,1595000,52.3733862,4.8940639
62.0,3.0,1033,200000,52.4095854,4.8868895
263.0,6.0,1016,2600000,52.3711467,4.8837046
125.0,3.0,1082,675000,52.3314299,4.8766928
273.0,9.0,1015,2499000,52.3790928,4.885109
258.0,0.0,1071,2150000,52.3559882,4.8778762
136.0,6.0,1098,675000,52.3511236,4.9482332
76.0,3.0,1011,515000,52.3729762,4.9039565
95.0,5.0,1079,617500,52.3421834,4.9067927
112.0,3.0,1017,700000,52.3641851,4.8907747
132.0,4.0,1016,825000,52.3711467,4.8837046
65.0,3.0,1060,225000,40.8046725,-73.9634204
56.0,2.0,1055,245000,52.3817073,4.8540225
212.0,5.0,1071,2000000,52.3559882,4.8778762
132.0,4.0,1077,1250000,52.3435465,4.8738549
61.0,3.0,1059,350000,52.3460212,4.8461017
169.0,5.0,1086,700000,52.3617208,4.981714
90.0,4.0,1104,220000,52.3164474,4.9802023
255.0,9.0,1017,1650000,52.3641851,4.8907747
294.0,9.0,1075,2500000,52.3515641,4.856651
128.0,4.0,1075,1395000,52.3515641,4.856651
62.0,3.0,1054,398000,52.3612327,4.8653587
115.0,4.0,1098,440000,52.3511236,4.9482332
76.0,3.0,1033,225000,52.4095854,4.8868895
56.0,2.0,1097,315000,52.3449297,4.9319025
67.0,3.0,1013,375000,52.396789,4.8766067
101.0,3.0,1098,449000,52.3511236,4.9482332
77.0,3.0,1083,375000,52.3297611,4.888615
16.0,,1051,54500,52.3797728,4.8686235
388.0,5.0,1071,5800000,52.3559882,4.8778762
180.0,4.0,1094,1085000,52.3636588,4.9355226
130.0,5.0,1025,465000,52.3996222,4.9369594
93.0,4.0,1069,239000,52.3576375,4.7901227
76.0,3.0,1095,300000,52.359026,4.9611967
85.0,3.0,1019,400000,52.3728583,4.9388278
73.0,3.0,1056,365000,52.3732792,4.8544858
56.0,2.0,1093,300000,52.3612861,4.9284541
69.0,3.0,1108,179500,52.3065615,4.9933607
167.0,6.0,1071,1295000,52.3559882,4.8778762
70.0,3.0,1104,175000,52.3164474,4.9802023
114.0,4.0,1091,1025000,52.3565396,4.9143228
53.0,3.0,1054,299000,52.3612327,4.8653587
46.0,2.0,1098,225000,52.3511236,4.9482332
149.0,7.0,1024,475000,52.3934948,4.9558257
88.0,4.0,1057,475000,52.3670713,4.8531117
107.0,6.0,1103,310000,52.3234207,4.9728948
44.0,2.0,1033,170000,52.4095854,4.8868895
75.0,4.0,1069,180000,52.3576375,4.7901227
54.0,2.0,1071,315000,52.3559882,4.8778762
175.0,4.0,1073,850000,52.351928,4.896904
106.0,3.0,1013,700000,52.396789,4.8766067
33.0,2.0,1082,250000,52.3314299,4.8766928
113.0,4.0,1015,845000,52.3790928,4.885109
45.0,2.0,1017,319000,52.3641851,4.8907747
90.0,3.0,1072,489000,52.3522009,4.8903141
113.0,5.0,1109,395000,52.3110148,5.0140928
138.0,6.0,1024,450000,52.3934948,4.9558257
374.0,7.0,1028,1500000,40.803583,-73.963863
16.0,,1102,23000,52.3135175,4.9547795
59.0,2.0,1068,217500,52.3624004,4.8042058
31.0,1.0,1072,180000,52.3522009,4.8903141
155.0,5.0,1109,598500,52.3110148,5.0140928
97.0,3.0,1077,700000,52.3435465,4.8738549
56.0,2.0,1012,419000,52.3733862,4.8940639
78.0,4.0,1026,375000,52.3812323,4.9935529
140.0,6.0,1078,699000,52.3441217,4.8922031
80.0,3.0,1052,489000,52.3768523,4.87475
134.0,6.0,1034,798000,52.4076495,4.9172724
84.0,4.0,1095,355000,52.359026,4.9611967
82.0,5.0,1078,399000,52.3441217,4.8922031
101.0,4.0,1060,325000,40.8046725,-73.9634204
70.0,3.0,1067,225000,52.3765795,4.7834602
115.0,3.0,1054,700000,52.3612327,4.8653587
89.0,4.0,1107,248000,52.2912462,4.9773243
42.0,2.0,1074,257500,52.351518,4.90679
283.0,6.0,1109,925000,52.3110148,5.0140928
47.0,2.0,1073,275000,52.351928,4.896904
291.0,3.0,1071,2350000,52.3559882,4.8778762
121.0,5.0,1079,639000,52.3421834,4.9067927
104.0,3.0,1013,750000,52.396789,4.8766067
242.0,6.0,1077,1575000,52.3435465,4.8738549
164.0,4.0,1079,950000,52.3421834,4.9067927
141.0,5.0,1086,750000,52.3617208,4.981714
111.0,6.0,1061,450000,52.3730438,4.837568
241.0,6.0,1016,1690000,52.3711467,4.8837046
103.0,5.0,1107,275000,52.2912462,4.9773243
78.0,4.0,1031,425000,52.3903988,4.9020632
71.0,4.0,1023,300000,52.3870802,4.9496855
92.0,3.0,1035,295000,52.4168952,4.9067666
454.0,9.0,1071,5200000,52.3559882,4.8778762
117.0,4.0,1096,694187,52.3363412,4.9190299
160.0,5.0,1053,1100000,52.3663937,4.8695863
117.0,3.0,1019,635000,52.3728583,4.9388278
64.0,2.0,1025,235000,52.3996222,4.9369594
228.0,8.0,1071,1499000,52.3559882,4.8778762
54.0,2.0,1032,200000,52.395149,4.9162053
59.0,2.0,1058,269000,52.3583805,4.8494046
51.0,3.0,1061,242500,52.3730438,4.837568
121.0,3.0,1075,1125000,52.3515641,4.856651
87.0,4.0,1065,370000,52.3560303,4.8296176
94.0,3.0,1093,450000,52.3612861,4.9284541
190.0,7.0,1023,950000,52.3870802,4.9496855
238.0,7.0,1035,975000,52.4168952,4.9067666
72.0,3.0,1072,515000,52.3522009,4.8903141
152.0,5.0,1014,923114,52.3923045,4.8558842
22.0,,1063,29500,52.3815295,4.825779
155.0,4.0,1011,695000,52.3729762,4.9039565
103.0,4.0,1106,225000,52.3007124,4.9740506
119.0,4.0,1097,625000,52.3449297,4.9319025
181.0,6.0,1087,799000,52.3555895,5.0005613
90.0,2.0,1012,540000,52.3733862,4.8940639
120.0,5.0,1028,695000,40.803583,-73.963863
93.0,2.0,1031,450000,52.3903988,4.9020632
73.0,3.0,1015,650000,52.3790928,4.885109
135.0,4.0,1055,750000,52.3817073,4.8540225
83.0,3.0,1068,285000,52.3624004,4.8042058
75.0,3.0,1068,280000,52.3624004,4.8042058
61.0,3.0,1073,340000,52.351928,4.896904
262.0,9.0,1019,1150000,52.3728583,4.9388278
40.0,1.0,1082,220772,52.3314299,4.8766928
118.0,5.0,1015,750000,52.3790928,4.885109
73.0,3.0,1052,375000,52.3768523,4.87475
92.0,4.0,1102,265000,52.3135175,4.9547795
65.0,3.0,1074,399000,52.351518,4.90679
73.0,3.0,1071,675000,52.3559882,4.8778762
134.0,5.0,1075,1050000,52.3515641,4.856651
56.0,3.0,1066,199000,52.3431932,4.817434
92.0,4.0,1033,350000,52.4095854,4.8868895
79.0,3.0,1103,185000,52.3234207,4.9728948
63.0,3.0,1017,475000,52.3641851,4.8907747
180.0,6.0,1023,600000,52.3870802,4.9496855
190.0,5.0,1096,1143388,52.3363412,4.9190299
70.0,3.0,1056,395000,52.3732792,4.8544858
51.0,3.0,1061,242500,52.3730438,4.837568
140.0,4.0,1018,750000,52.3683871,4.9180909
228.0,5.0,1017,1800000,52.3641851,4.8907747
134.0,5.0,1032,599000,52.395149,4.9162053
214.0,1.0,1076,1698000,52.3440889,4.860684
109.0,4.0,1106,260000,52.3007124,4.9740506
51.0,3.0,1061,240000,52.3730438,4.837568
90.0,4.0,1079,475000,52.3421834,4.9067927
28.0,1.0,1096,175000,52.3363412,4.9190299
50.0,3.0,1031,225000,52.3903988,4.9020632
126.0,4.0,1011,750000,52.3729762,4.9039565
80.0,3.0,1104,239000,52.3164474,4.9802023
123.0,6.0,1011,899000,52.3729762,4.9039565
164.0,4.0,1095,745635,52.359026,4.9611967
78.0,3.0,1087,310000,52.3555895,5.0005613
100.0,3.0,1019,470000,52.3728583,4.9388278
159.0,5.0,1054,1130000,52.3612327,4.8653587
71.0,3.0,1072,485000,52.3522009,4.8903141
130.0,7.0,1075,1200000,52.3515641,4.856651
87.0,2.0,1013,555000,52.396789,4.8766067
49.0,2.0,1104,150000,52.3164474,4.9802023
53.0,2.0,1093,320000,52.3612861,4.9284541
463.0,9.0,1015,3450000,52.3790928,4.885109
83.0,2.0,1055,375000,52.3817073,4.8540225
53.0,2.0,1072,289000,52.3522009,4.8903141
88.0,3.0,1064,250000,52.3724594,4.8192201
64.0,3.0,1059,240000,52.3460212,4.8461017
71.0,4.0,1082,349000,52.3314299,4.8766928
39.0,1.0,1095,225000,52.359026,4.9611967
91.0,4.0,1061,350000,52.3730438,4.837568
64.0,3.0,1078,395000,52.3441217,4.8922031
134.0,3.0,1082,780000,52.3314299,4.8766928
123.0,4.0,1072,700000,52.3522009,4.8903141
52.0,3.0,1091,275000,52.3565396,4.9143228
187.0,6.0,1077,1475000,52.3435465,4.8738549
106.0,3.0,1018,545000,52.3683871,4.9180909
171.0,6.0,1098,1175000,52.3511236,4.9482332
405.0,4.0,1075,1850000,52.3515641,4.856651
35.0,1.0,1011,250000,52.3729762,4.9039565
78.0,3.0,1019,325000,52.3728583,4.9388278
67.0,3.0,1018,499000,52.3683871,4.9180909
170.0,3.0,1018,1175000,52.3683871,4.9180909
66.0,1.0,1012,325000,52.3733862,4.8940639
91.0,4.0,1098,550000,52.3511236,4.9482332
197.0,6.0,1066,750000,52.3431932,4.817434
76.0,3.0,1095,275000,52.359026,4.9611967
220.0,8.0,1012,1400000,52.3733862,4.8940639
43.0,2.0,1021,255000,52.3834657,4.9173131
75.0,3.0,1106,189500,52.3007124,4.9740506
96.0,3.0,1069,275000,52.3576375,4.7901227
46.0,2.0,1091,289000,52.3565396,4.9143228
199.0,3.0,1018,1325000,52.3683871,4.9180909
116.0,4.0,1062,430000,52.3517216,4.8371533
156.0,4.0,1067,890000,52.3765795,4.7834602
235.0,4.0,1096,1547250,52.3363412,4.9190299
60.0,2.0,1067,350000,52.3765795,4.7834602
84.0,1.0,1086,293000,52.3617208,4.981714
137.0,6.0,1065,449000,52.3560303,4.8296176
109.0,4.0,1054,699000,52.3612327,4.8653587
114.0,4.0,1059,549500,52.3460212,4.8461017
99.0,3.0,1019,595000,52.3728583,4.9388278
60.0,3.0,1055,239000,52.3817073,4.8540225
152.0,5.0,1103,449358,52.3234207,4.9728948
64.0,4.0,1054,450000,52.3612327,4.8653587
167.0,3.0,1015,1195000,52.3790928,4.885109
83.0,2.0,1055,385000,52.3817073,4.8540225
69.0,3.0,1016,425000,52.3711467,4.8837046
49.0,2.0,1092,275000,52.358913,4.9213875
130.0,4.0,1056,585000,52.3732792,4.8544858
102.0,4.0,1058,495000,52.3583805,4.8494046
339.0,9.0,1016,3250000,52.3711467,4.8837046
100.0,4.0,1067,289000,52.3765795,4.7834602
94.0,4.0,1034,220000,52.4076495,4.9172724
95.0,5.0,1107,237500,52.2912462,4.9773243
206.0,7.0,1071,1575000,52.3559882,4.8778762
108.0,3.0,1083,475000,52.3297611,4.888615
192.0,6.0,1077,1480000,52.3435465,4.8738549
49.0,3.0,1055,230000,52.3817073,4.8540225
44.0,2.0,1052,Prijs op aanvraag,52.3768523,4.87475
106.0,3.0,1013,775000,52.396789,4.8766067
120.0,3.0,1068,449000,52.3624004,4.8042058
66.0,3.0,1053,395000,52.3663937,4.8695863
88.0,3.0,1078,499000,52.3441217,4.8922031
99.0,4.0,1068,230000,52.3624004,4.8042058
57.0,2.0,1102,175000,52.3135175,4.9547795
365.0,0.0,1077,4400000,52.3435465,4.8738549
54.0,2.0,1092,339000,52.358913,4.9213875
99.0,1.0,1032,437500,52.395149,4.9162053
105.0,2.0,1071,895000,52.3559882,4.8778762
123.0,4.0,1072,995000,52.3522009,4.8903141
66.0,3.0,1058,479000,52.3583805,4.8494046
72.0,3.0,1107,190000,52.2912462,4.9773243
113.0,4.0,1034,395000,52.4076495,4.9172724
64.0,3.0,1024,215000,52.3934948,4.9558257
125.0,4.0,1069,395000,52.3576375,4.7901227
61.0,3.0,1059,335000,52.3460212,4.8461017
34.0,1.0,1055,174000,52.3817073,4.8540225
66.0,3.0,1071,495000,52.3559882,4.8778762
80.0,5.0,1011,550000,52.3729762,4.9039565
44.0,2.0,1052,235000,52.3768523,4.87475
56.0,2.0,1068,197500,52.3624004,4.8042058
55.0,2.0,1102,145000,52.3135175,4.9547795
164.0,5.0,1083,535000,52.3297611,4.888615
119.0,4.0,1096,710631,52.3363412,4.9190299
535.0,8.0,1017,3250000,52.3641851,4.8907747
92.0,4.0,1013,400000,52.396789,4.8766067
45.0,2.0,1017,320000,52.3641851,4.8907747
55.0,3.0,1075,335000,52.3515641,4.856651
200.0,7.0,1075,1625000,52.3515641,4.856651
102.0,3.0,1078,595000,52.3441217,4.8922031
121.0,4.0,1064,449000,52.3724594,4.8192201
126.0,6.0,1066,375000,52.3431932,4.817434
72.0,3.0,1069,185000,52.3576375,4.7901227
187.0,4.0,1081,1000000,52.3337697,4.8522405
93.0,4.0,1098,475000,52.3511236,4.9482332
67.0,3.0,1082,325000,52.3314299,4.8766928
65.0,3.0,1074,449000,52.351518,4.90679
113.0,2.0,1059,647500,52.3460212,4.8461017
119.0,4.0,1087,475000,52.3555895,5.0005613
128.0,5.0,1069,488800,52.3576375,4.7901227
100.0,4.0,1057,625000,52.3670713,4.8531117
295.0,6.0,1015,2500000,52.3790928,4.885109
53.0,3.0,1031,320000,52.3903988,4.9020632
142.0,4.0,1068,450000,52.3624004,4.8042058
65.0,2.0,1083,370000,52.3297611,4.888615
102.0,4.0,1069,325000,52.3576375,4.7901227
75.0,3.0,1024,245000,52.3934948,4.9558257
117.0,7.0,1051,475000,52.3797728,4.8686235
241.0,6.0,1087,1135000,52.3555895,5.0005613
58.0,2.0,1075,695000,52.3515641,4.856651
60.0,2.0,1054,599000,52.3612327,4.8653587
140.0,3.0,1016,1000000,52.3711467,4.8837046
108.0,3.0,1019,425000,52.3728583,4.9388278
38.0,2.0,1013,225000,52.396789,4.8766067
156.0,5.0,1069,475000,52.3576375,4.7901227
46.0,1.0,1082,400000,52.3314299,4.8766928
105.0,3.0,1087,325000,52.3555895,5.0005613
70.0,3.0,1052,400000,52.3768523,4.87475
37.0,2.0,1013,285000,52.396789,4.8766067
51.0,4.0,1013,295000,52.396789,4.8766067
113.0,6.0,1011,775000,52.3729762,4.9039565
113.0,4.0,1023,575000,52.3870802,4.9496855
95.0,5.0,1068,270000,52.3624004,4.8042058
43.0,2.0,1053,299000,52.3663937,4.8695863
55.0,2.0,1025,165000,52.3996222,4.9369594
65.0,3.0,1033,225000,52.4095854,4.8868895
100.0,4.0,1052,639000,52.3768523,4.87475
211.0,6.0,1017,1600000,52.3641851,4.8907747
88.0,3.0,1062,275000,52.3517216,4.8371533
66.0,3.0,1052,365000,52.3768523,4.87475
108.0,4.0,1011,650000,52.3729762,4.9039565
53.0,2.0,1091,480000,52.3565396,4.9143228
163.0,7.0,1025,795000,52.3996222,4.9369594
156.0,3.0,1052,700000,52.3768523,4.87475
64.0,3.0,1072,440000,52.3522009,4.8903141
92.0,4.0,1078,499000,52.3441217,4.8922031
77.0,3.0,1011,440000,52.3729762,4.9039565
80.0,3.0,1055,325000,52.3817073,4.8540225
194.0,5.0,1087,599000,52.3555895,5.0005613
179.0,5.0,1054,1280000,52.3612327,4.8653587
102.0,3.0,1011,950000,52.3729762,4.9039565
93.0,4.0,1054,600000,52.3612327,4.8653587
146.0,0.0,1077,1200000,52.3435465,4.8738549
61.0,3.0,1076,375000,52.3440889,4.860684
71.0,2.0,1082,350000,52.3314299,4.8766928
124.0,5.0,1064,389000,52.3724594,4.8192201
153.0,6.0,1058,990000,52.3583805,4.8494046
117.0,5.0,1064,385000,52.3724594,4.8192201
30.0,1.0,1024,115000,52.3934948,4.9558257
210.0,7.0,1066,829000,52.3431932,4.817434
173.0,5.0,1087,500000,52.3555895,5.0005613
115.0,4.0,1062,495000,52.3517216,4.8371533
31.0,2.0,1072,185000,52.3522009,4.8903141
64.0,3.0,1019,300000,52.3728583,4.9388278
81.0,3.0,1069,225000,52.3576375,4.7901227
121.0,4.0,1052,899000,52.3768523,4.87475
56.0,2.0,1056,300000,52.3732792,4.8544858
96.0,3.0,1092,525000,52.358913,4.9213875
131.0,5.0,1091,595000,52.3565396,4.9143228
336.0,0.0,1015,2700000,52.3790928,4.885109
100.0,5.0,1083,469000,52.3297611,4.888615
113.0,5.0,1025,495000,52.3996222,4.9369594
153.0,3.0,1035,625000,52.4168952,4.9067666
97.0,3.0,1061,325000,52.3730438,4.837568
117.0,5.0,1054,1150000,52.3612327,4.8653587
55.0,3.0,1051,299000,52.3797728,4.8686235
148.0,6.0,1057,695000,52.3670713,4.8531117
210.0,6.0,1077,1695000,52.3435465,4.8738549
100.0,3.0,1015,949000,52.3790928,4.885109
99.0,4.0,1057,485000,52.3670713,4.8531117
145.0,5.0,1024,550000,52.3934948,4.9558257
35.0,1.0,1012,235000,52.3733862,4.8940639
80.0,3.0,1068,175000,52.3624004,4.8042058
53.0,2.0,1013,300000,52.396789,4.8766067
10.0,1.0,1086,22500,52.3617208,4.981714
16.0,,1094,37500,52.3636588,4.9355226
55.0,2.0,1071,350000,52.3559882,4.8778762
82.0,4.0,1106,Prijs op aanvraag,52.3007124,4.9740506
89.0,2.0,1019,395000,52.3728583,4.9388278
127.0,4.0,1072,829000,52.3522009,4.8903141
232.0,6.0,1014,949556,52.3923045,4.8558842
267.0,7.0,1011,1425000,52.3729762,4.9039565
87.0,3.0,1078,500000,52.3441217,4.8922031
54.0,3.0,1079,300000,52.3421834,4.9067927
200.0,6.0,1060,525000,40.8046725,-73.9634204
51.0,3.0,1013,265000,52.396789,4.8766067
114.0,3.0,1069,335000,52.3576375,4.7901227
280.0,2.0,1078,1150000,52.3441217,4.8922031
120.0,4.0,1036,398800,52.4076888,4.9034688
100.0,3.0,1087,349000,52.3555895,5.0005613
60.0,3.0,1072,285000,52.3522009,4.8903141
96.0,3.0,1034,325000,52.4076495,4.9172724
96.0,4.0,1058,525000,52.3583805,4.8494046
509.0,1.0,1017,3700000,52.3641851,4.8907747
94.0,3.0,1013,850000,52.396789,4.8766067
79.0,3.0,1076,390000,52.3440889,4.860684
90.0,5.0,1057,400000,52.3670713,4.8531117
440.0,8.0,1075,6400000,52.3515641,4.856651
128.0,3.0,1016,800000,52.3711467,4.8837046
54.0,3.0,1057,319000,52.3670713,4.8531117
32.0,2.0,1092,199000,52.358913,4.9213875
138.0,7.0,1066,399000,52.3431932,4.817434
70.0,3.0,1108,180000,52.3065615,4.9933607
90.0,3.0,1013,599000,52.396789,4.8766067
292.0,8.0,1069,1695000,52.3576375,4.7901227
168.0,5.0,1055,595000,52.3817073,4.8540225
113.0,4.0,1073,599000,52.351928,4.896904
80.0,3.0,1017,450000,52.3641851,4.8907747
100.0,3.0,1013,675000,52.396789,4.8766067
91.0,3.0,1013,875000,52.396789,4.8766067
124.0,4.0,1062,475000,52.3517216,4.8371533
83.0,4.0,1094,325000,52.3636588,4.9355226
126.0,7.0,1015,880000,52.3790928,4.885109
51.0,2.0,1055,285000,52.3817073,4.8540225
95.0,4.0,1035,225000,52.4168952,4.9067666
105.0,5.0,1071,600000,52.3559882,4.8778762
56.0,2.0,1055,292500,52.3817073,4.8540225
93.0,6.0,1015,745000,52.3790928,4.885109
98.0,3.0,1058,400000,52.3583805,4.8494046
85.0,4.0,1024,275000,52.3934948,4.9558257
190.0,7.0,1086,790000,52.3617208,4.981714
85.0,3.0,1079,475000,52.3421834,4.9067927
71.0,2.0,1108,155000,52.3065615,4.9933607
123.0,6.0,1011,899000,52.3729762,4.9039565
125.0,5.0,1072,875000,52.3522009,4.8903141
229.0,6.0,1108,950000,52.3065615,4.9933607
38.0,2.0,1018,210000,52.3683871,4.9180909
93.0,4.0,1081,365000,52.3337697,4.8522405
62.0,3.0,1033,200000,52.4095854,4.8868895
137.0,5.0,1087,575000,52.3555895,5.0005613
84.0,3.0,1087,295000,52.3555895,5.0005613
105.0,5.0,1106,239000,52.3007124,4.9740506
135.0,7.0,1056,599000,52.3732792,4.8544858
300.0,5.0,1016,2995000,52.3711467,4.8837046
53.0,3.0,1013,265000,52.396789,4.8766067
140.0,6.0,1087,550000,52.3555895,5.0005613
62.0,2.0,1017,425000,52.3641851,4.8907747
61.0,4.0,1075,429000,52.3515641,4.856651
329.0,9.0,1071,4450000,52.3559882,4.8778762
83.0,2.0,1055,375000,52.3817073,4.8540225
46.0,2.0,1053,259000,52.3663937,4.8695863
53.0,2.0,1075,340000,52.3515641,4.856651
69.0,3.0,1074,375000,52.351518,4.90679
44.0,2.0,1024,175000,52.3934948,4.9558257
73.0,3.0,1061,250000,52.3730438,4.837568
72.0,3.0,1068,225000,52.3624004,4.8042058
77.0,3.0,1017,649000,52.3641851,4.8907747
140.0,4.0,1015,1185000,52.3790928,4.885109
59.0,2.0,1102,150000,52.3135175,4.9547795
81.0,3.0,1106,200000,52.3007124,4.9740506
202.0,6.0,1016,1650000,52.3711467,4.8837046
37.0,1.0,1055,185000,52.3817073,4.8540225
31.0,1.0,1091,185000,52.3565396,4.9143228
28.0,1.0,1018,175000,52.3683871,4.9180909
92.0,3.0,1095,425000,52.359026,4.9611967
138.0,4.0,1017,925011,52.3641851,4.8907747
82.0,4.0,1094,450000,52.3636588,4.9355226
156.0,4.0,1016,899000,52.3711467,4.8837046
51.0,3.0,1072,350000,52.3522009,4.8903141
162.0,5.0,1033,500000,52.4095854,4.8868895
18.0,,1082,37500,52.3314299,4.8766928
71.0,2.0,1059,345000,52.3460212,4.8461017
74.0,4.0,1023,375000,52.3870802,4.9496855
75.0,6.0,1055,375000,52.3817073,4.8540225
81.0,3.0,1024,275000,52.3934948,4.9558257
215.0,9.0,1067,750000,52.3765795,4.7834602
55.0,2.0,1079,350000,52.3421834,4.9067927
65.0,2.0,1017,450000,52.3641851,4.8907747
85.0,4.0,1012,525000,52.3733862,4.8940639
149.0,4.0,1091,1350000,52.3565396,4.9143228
71.0,4.0,1079,299000,52.3421834,4.9067927
390.0,7.0,1071,4250000,52.3559882,4.8778762
130.0,4.0,1078,825000,52.3441217,4.8922031
86.0,4.0,1082,325000,52.3314299,4.8766928
49.0,3.0,1055,225000,52.3817073,4.8540225
76.0,3.0,1095,325000,52.359026,4.9611967
12.0,,1019,40000,52.3728583,4.9388278
141.0,4.0,1098,580000,52.3511236,4.9482332
95.0,5.0,1098,500000,52.3511236,4.9482332
44.0,2.0,1012,270000,52.3733862,4.8940639
31.0,1.0,1055,165000,52.3817073,4.8540225
173.0,4.0,1023,985000,52.3870802,4.9496855
71.0,4.0,1059,425000,52.3460212,4.8461017
65.0,3.0,1078,335000,52.3441217,4.8922031
136.0,4.0,1096,789697,52.3363412,4.9190299
67.0,2.0,1058,410000,52.3583805,4.8494046
113.0,3.0,1082,600000,52.3314299,4.8766928
56.0,2.0,1056,280000,52.3732792,4.8544858
65.0,3.0,1107,209000,52.2912462,4.9773243
83.0,3.0,1060,249000,40.8046725,-73.9634204
352.0,9.0,1071,1975000,52.3559882,4.8778762
187.0,4.0,1081,1000000,52.3337697,4.8522405
105.0,3.0,1011,574000,52.3729762,4.9039565
80.0,4.0,1078,425000,52.3441217,4.8922031
113.0,4.0,1051,420000,52.3797728,4.8686235
154.0,4.0,1019,975000,52.3728583,4.9388278
100.0,3.0,1058,395000,52.3583805,4.8494046
64.0,4.0,1055,275000,52.3817073,4.8540225
34.0,2.0,1083,200000,52.3297611,4.888615
19.0,,1069,27500,52.3576375,4.7901227
48.0,2.0,1053,300000,52.3663937,4.8695863
104.0,4.0,1018,439000,52.3683871,4.9180909
138.0,4.0,1060,379000,40.8046725,-73.9634204
99.0,5.0,1083,815000,52.3297611,4.888615
82.0,3.0,1066,325000,52.3431932,4.817434
121.0,3.0,1061,450000,52.3730438,4.837568
138.0,4.0,1016,729000,52.3711467,4.8837046
68.0,2.0,1082,159000,52.3314299,4.8766928
216.0,4.0,1091,1895000,52.3565396,4.9143228
49.0,2.0,1095,250000,52.359026,4.9611967
52.0,2.0,1103,130000,52.3234207,4.9728948
55.0,3.0,1057,315000,52.3670713,4.8531117
80.0,2.0,1015,339000,52.3790928,4.885109
154.0,4.0,1087,750000,52.3555895,5.0005613
105.0,4.0,1079,575000,52.3421834,4.9067927
159.0,7.0,1017,975000,52.3641851,4.8907747
90.0,3.0,1106,289000,52.3007124,4.9740506
67.0,3.0,1082,315000,52.3314299,4.8766928
134.0,6.0,1069,419000,52.3576375,4.7901227
115.0,3.0,1092,725000,52.358913,4.9213875
65.0,2.0,1057,350000,52.3670713,4.8531117
297.0,9.0,1017,1890000,52.3641851,4.8907747
149.0,5.0,1017,850000,52.3641851,4.8907747
169.0,6.0,1060,495000,40.8046725,-73.9634204
130.0,4.0,1052,699000,52.3768523,4.87475
55.0,2.0,1103,148500,52.3234207,4.9728948
117.0,4.0,1077,700000,52.3435465,4.8738549
109.0,3.0,1051,650000,52.3797728,4.8686235
66.0,2.0,1060,235000,40.8046725,-73.9634204
34.0,2.0,1082,175000,52.3314299,4.8766928
150.0,5.0,1024,525000,52.3934948,4.9558257
